	Authors	Title	Citation	DOI	Year	Month	0	1	2	3	FINDINGS	Reported	Correction Date	Retraction	Correction	No Action	"SUM 
Completed"	URL	Home Site	Lab Size	Pub Rate	Other Journals	First Author Affiliation	First Author Career Duration	First Author Degree	First Author Degree Area	world_rank_x	country_x	national_rank	quality_of_education	alumni_employment	quality_of_faculty	publications	influence	citations_x	broad_impact	patents	score	year_x	world_rank_y	country_y	teaching	international	research	citations_y	income	total_score	num_students	student_staff_ratio	international_students	female_male_ratio	year_y	city_ascii	state_id	state_name	county_fips	county_name	lat	lng	population	density	source	military	incorporated	timezone	ranking	zips	county	labor_force	employed	unemployed	rate	(Grover) Falsified Media	Falsified Media (Manually labeled)
345	Linda Patel, Heather White, Stacy Roman	A pivotal role for it in the development of the	PLOS. 2008. 80(19), 130.	10.1371/journal.pone.0084544	2008	2.0		1.0		1.0	Duplicated blot panel	1	2.0/1/2014				1	http://doi.org/10.1371/journal.pone.0084544	PLOS	3	0.12	[[], [], [], [], []]	Konkuk University Medical Center	1.0	['MSc']	Department of Science and Technology																																															0.60078156	1
346	Charles Cox, Erika Ferguson, Kathryn Krause, Michael Phillips, Priscilla Harper, Benjamin Richardson	The body is awash with hope. Now it can soar	PLOS. 2014. 45(95), 963.	10.1371/journal.pone.0023532	2014	4.0		1.0			Mirrored blot	1	6.0/1/2015				1	http://doi.org/10.1371/journal.pone.0023532	PLOS	6	0.6153846153846154	[[], [], [], [], []]	University Hospital Erlangen		['PhD']	Center for immunohematology																																															0.61290556	1
347	Riley Young, Richard Young, Peter Sellers, Jesse Sanders, Sonya Bradshaw, Lawrence Kemp, Scott Lyons, Gina Edwards	The human body produces TGF, if not BPH. BPH toxins	PLOS. 2014. 57(32), 347.	10.1371/journal.pone.1016906	2014	3.0	1.0			1.0	2 adjacent lanes in same panel look very similar when one is stretched (multiplecases)	1	7.0/1/2014		1.0	1.0	1	http://doi.org/10.1371/journal.pone.1016906	PLOS	8	0.2	[[], [], [], [], []]	The University of Hong Kong		['PhD']	Department of Electrical and Computer Engineering																																															0.5537424	1
348	Ray Wilson, Samuel Martinez, Brenda Horne, Aaron Rivera, Christopher Potts	Breast cancer metastasis may require targeted radiolabeling to gut cells	SciDirect. 2011. 47(87), 834.	10.1016/j.cyto.2011.18.038	2011	8.0					Duplicated lanes within same gel panel	1	4.0/1/2012	1.0			1	http://doi.org/10.1016/j.cyto.2011.18.038	SciDirect	5	0.29347826086956524	[[], [], [], [], [], ['Cancer Research ', 'Histopathology ', 'Journal of Clinical Pathology ', 'Journal of Clinical Oncology ', 'British Journal of Cancer ', 'Division of Molecular Pathology', 'Centre for Cancer Research and Cell Biology'], [], []]	Saga University	6.0	['PhD']	Department of Animal & Poultry Sciences																																															0.616272	1
349	Brian Krause, Danielle Schneider	Antivirus companies have developed a new approach to identifying low-resolution,	Wiley. 2012. 19(79), 406.	10.1111/j.1490-0786.2012.01817.x	2012	7.0			1.0		Duplicated lanes within same gel panel	1	7.0/1/2017			1.0	1	http://doi.org/10.1111/j.1490-0786.2012.01817.x	Wiley	2	0.0	[[], [], [], [], [], [], [], [], [], [], [], [], [], [], []]	Children's Hospital Los Angeles		['PhD']	Department of Science and Technology																											Los Angeles	CA	California	6037.0	Los Angeles	34.1139	-118.4068	12750807.0	3276.0	polygon	False	True	America/Los_Angeles	1.0	90291 90293 90292 91316 91311 90037 90031 90008 90004 90005 90006 90007 90001 90002 90003 90710 90089 91344 91345 91340 91342 91343 90035 90034 90036 90033 90032 90039 90247 90248 91436 91371 91605 91604 91607 91601 91602 90402 90068 90069 90062 90063 90061 90066 90067 90064 90065 91326 91324 91325 90013 90012 90011 90010 90017 90016 90015 90014 90019 90090 90095 90094 91042 91040 91411 91352 91356 90041 90042 90043 90044 90045 90046 90047 90048 90049 90018 91423 90210 91303 91304 91306 91307 90079 90071 90077 90059 91608 91606 91331 91330 91335 90026 90027 90024 90025 90023 90020 90021 90028 90029 90272 90732 90731 90230 91406 91405 91403 91402 91401 91367 91364 90038 90057 90058 90744 90501 90502 90009 90030 90050 90051 90053 90054 90055 90060 90070 90072 90074 90075 90076 90078 90080 90081 90082 90083 90084 90086 90087 90088 90093 90099 90134 90189 90213 90294 90295 90296 90733 90734 90748 91041 91043 91305 91308 91309 91313 91327 91328 91329 91333 91334 91337 91346 91353 91357 91365 91392 91393 91394 91395 91396 91404 91407 91408 91409 91410 91412 91413 91416 91426 91470 91482 91495 91496 91499 91603 91609 91610 91611 91612 91614 91615 91616 91617 91618	losangeles	4,921,499	4,291,688	629,811	12.0	0.35108936	1
350	Cynthia Hall, Jordan Snyder, Andrew Proctor, Jim Munoz, Kimberly Thomas, Billy Johnson	"By Paloma M. Savchenko

Antiretins for muscle

An A+ Antiretins for muscle"	PLOS. 2013. 88(37), 226.	10.1371/journal.pone.0073035	2013	5.0			1.0		Duplicated lanes within same gel panel	1	7.0/1/2015				1	http://doi.org/10.1371/journal.pone.0073035	PLOS	6	0.045454545454545456	"[[], [], [], ['Publications', ""Reads How we measure 'reads'A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", ""How we measure 'reads'"", ""A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", 'Citations'], [], ['The Proceedings of the Tecnology and Society Conference ', 'The Proceedings of the Dynamics & Design Conference ', 'The Proceedings of the JSME Symposium on Welfare Engineering '], [], [], [], []]"	Hannover Medical School		['PhD']	College of Basic Medical Sciences	292.0	Germany	24.0	367.0	567.0	218.0	322.0	245.0	287.0	219.0	308.0	46.07	2015.0																																		0.50469697	1
351	Brian Henry, Roy Browning, Dawn Price MD, Michael Jackson, George Williams	"By Luisa (PSO) Vascietti

Tests of hundreds of patients at a"	Cancer. 2006. 29(68), 894.	10.1016/j.ccell.2006.05.062	2006	1.0					Duplicated blot strips	1	1.0/1/2009		1.0		1	http://doi.org/10.1016/j.ccell.2006.05.062	Cancer	5	0.12121212121212122	[[], [], [], []]	University of Arizona	9.0	['PhD']	Emergency department, School of Medicine.																																															0.49013472	1
352	Meghan Gibson, Michele Wright, Whitney Schroeder, Jeremy Pierce, Kyle Murphy, Jocelyn Mckinney, Timothy Hood	In vitro susceptibility to the pro-apoptotic effects of the TIMP-3	PLOS. 2012. 54(81), 842.	10.1371/journal.pone.0041217	2012	4.0		1.0			Duplicated western blots	1	4.0/1/2016				1	http://doi.org/10.1371/journal.pone.0041217	PLOS	7	0.3333333333333333	"[[], [], [], [], [], [], ['Publications', ""Reads How we measure 'reads'A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", ""How we measure 'reads'"", ""A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", 'Citations'], ['World Journal of Surgery ', 'Asian Journal of Endoscopic Surgery ', 'Anticancer Research ', 'Obesity ', 'Annals of Gastroenterological Surgery ', 'Department of Gastroenterological Surgery'], []]"	IDIBELL Bellvitge Biomedical Research Institute	31.0	['MD']	Immunology Institute																																															0.51046187	1
353	Michael Mullins, Kimberly Cruz, Laura Hoffman, Elizabeth Peterson, Kyle Hall, Diane Mason, David Porter, Paul Williams, Angela Sanders, Lisa Mason, Erica Higgins, Justin Livingston	Ellipticine-induced apoptosis depends on Akt translocation and signaling in lung	SciDirect. 2011. 28(31), 666.	10.1016/j.cyto.2011.06.088	2011	1.0	1.0		1.0		Multiple cases of reused blot panels	1	7.0/1/2012		1.0	1.0	1	http://doi.org/10.1016/j.cyto.2011.06.088	SciDirect	12	1.25	[[], [], [], [], [], [], [], []]	Obihiro University of Agriculture and Veterinary Medicine	1.0	['PhD']	Department of Internal Medicine																																															0.6638685	1
354	Teresa Mcdowell, Christopher Aguilar, Samuel Dixon, William Silva, Kevin Levy, Richard Jones, John Smith, Anthony Villarreal, Pamela Chandler	"By Chin-Jin Liu

A newly developed pulmonary cancer drug called KOL-1002"	Wiley. 2014. 80(87), 949.	10.1002/ijc.28570	2014	6.0		1.0			Overlapping microscopy images, multiple cases	1	6.0/1/2016		1.0		1	http://doi.org/10.1002/ijc.28570	Wiley	9	0.23	[[], [], [], []]	University of California, San Francisco	3.0	['PhD']	Institut de Recherche en Biotherapie - LTCD	26.0	USA	19.0	367.0	567.0	20.0	22.0	7.0	15.0	11.0	56.0	63.69	2015.0																																		0.5213391	1
355	Nicole Huber, Caleb Peck, Emily James, Elaine Hardin, Christine Day, Heather Scott	"article

A C-Myc marker for lung cancer, an increasing trend in"	Wiley. 2011. 42(46), 970.	10.1002/ijc.27178	2011	5.0		1.0	1.0	1.0	duplicated blot, shifted microscopy	1	9.0/1/2012				1	http://doi.org/10.1002/ijc.27178	Wiley	6	0.4117647058823529	[[], [], [], [], [], [], [], [], [], []]	University of California, San Francisco	17.0	['PhD']	Facultad de Ciencias BioquÃ­micas y FarmaceÃºticas (FBIOYF)	26.0	USA	19.0	367.0	567.0	20.0	22.0	7.0	15.0	11.0	56.0	63.69	2015.0																																		0.52993494	1
356	Kayla Vargas, Sherry Bell DDS, Kendra Terry, Bryan Harris, Jacob Johnson	(Photo by Md. Moviah / Shutterstock.com) Expand Your water diary	ASM. 2013. 68(10), 492.	10.1128/mBio.00387-14	2013	7.0					Mirrored blot	1	9.0/1/2016				1	http://doi.org/10.1128/mBio.00387-14	ASM	5	0.5	[[], [], [], [], []]	Duke-NUS Medical School	5.0	['PhD']	College of Life Sciences																																															0.5945605	1
357	Tonya Jacobs, Lisa Munoz, Eric Alvarez, William Thomas	Study announces findings link microRNA-34b/c to lung cancer events -	SciDirect. 2011. 95(97), 419.	10.1016/j.jaut.2011.16.088	2011	1.0			1.0		Duplicated 0h microscopy images	1	1.0/1/2016		1.0		1	http://doi.org/10.1016/j.jaut.2011.16.088	SciDirect	4	0.7083333333333334	[['Archives of Medical Research ', 'Molecular Medicine Reports ', 'Journal of Molecular and Cellular Cardiology ', 'Sensors ', 'Experimental and Therapeutic Medicine ', 'Department of Nephrology', 'Department of Internal Medicine'], [], ['Journal of Petroleum Science and Engineering ', 'Corrosion Engineering Science and Technology ', 'International Journal of Hydrogen Energy ', 'Materials and Corrosion ', 'Journal of Materials Engineering and Performance '], [], [], [], [], []]	Fudan University	29.0	['MD']	Department of Periodontics (1)																																															0.46954906	1
358	Christine Martin, Tom Mcgee, Karen Bennett, Janet Green, Brandi Anderson	The results suggest that increased levels of bioactive IL-16 significantly	PubMed. 2013. 71(80), 619.	10.1128/mBio.00422-11	2013	6.0		1.0			rotated duplicated colony photo	1	6.0/1/2016				1	http://doi.org/10.1128/mBio.00422-11	PubMed	5	0.3	[[], [], [], []]	Institute for High Energy Physics		['PhD']	Department of Pharmacology and Experimental Neuroscience																																															0.5989429	1
359	Danielle Stewart, Dr. Andrew Brady, Colin Hancock, Timothy Martinez, Cameron Perry, Laura Patterson, Christina Butler, Brent Clark, Sharon Young, Alexa Greene, Craig Bryant, Cameron Stephens, Megan Santana, Amanda Turner, Phyllis Wilson	Today the FDA announced the publication of the results of	Wiley. 2013. 58(49), 166.	10.1002/ijc.28459	2013	4.0					Rotated western blot	1	4.0/1/2017		1.0		1	http://doi.org/10.1002/ijc.28459	Wiley	15	0.6521739130434783	[[], [], [], [], []]	National Medicines Institute	3.0	['PhD']	Department of Surgery, Cardiovascular Center																																															0.590213	1
360	Christopher Clark, Maria Ayala, Margaret Turner	Because growth of a young adult survived at a much	ASM. 2014. 76(74), 258.	10.1128/IAI.01819-14	2014	1.0			1.0		Duplicated pic of agar plate, but different exposure.	1	1.0/1/2018		1.0	1.0	1	http://doi.org/10.1128/IAI.01819-14	ASM	3	0.23529411764705882	[[], [], [], [], [], []]	The University of Hong Kong	20.0	['PhD']	Department of Oral and Molecular Microbiology																																															0.78104746	1
361	Ian Gonzalez, Diane Joseph, Sarah King, Edwin Burns, John Bryant, Victor Ortiz, Brandon Myers, Mary Smith, Ashley Stevens, Jessica Crane	By far the most common version of mesothelioma, a joint	Cancer. 2013. 75(46), 104.	10.1016/j.lungcan.2013.13.099	2013	2.0					Duplicated lanes within same gel panel	1	2.0/1/2014				1	http://doi.org/10.1016/j.lungcan.2013.13.099	Cancer	10	1.1666666666666667	[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]	Oregon State University	21.0	['PhD']	Institute for Physical Science and Technology	260.0	USA	101.0	189.0	239.0	218.0	263.0	148.0	161.0	235.0	389.0	46.42	2015.0	301-350	United States of America	27.8	36.7	21.1	63.3	32	-	22,578	16.8	9%	47:53:00	2015.0	Corvallis	OR	Oregon	41003.0	Benton	44.5697	-123.278	67467.0	1592.0	polygon	False	True	America/Los_Angeles	3.0	97333 97331 97330 97339	benton	140,015	133,784	6,231	4.5	0.69224995	1
362	Jason Barnes, Nichole Martin, Eric Rich, Devin Nunez, Kimberly Waller, Thomas Moses, Amber Greene, Carrie Evans, Heather Mcintosh	Hybrid cells in the urine are thought to play an	Wiley. 2012. 22(46), 119.	10.1002/ijc.28518	2012	2.0				1.0	Duplicated lanes within same gel panel	1	8.0/1/2013		1.0		1	http://doi.org/10.1002/ijc.28518	Wiley	9	0.4	[[], [], [], []]	Rutgers, The State University of New Jersey		['PhD']	School of Biological Sciences and Technology	723.0	USA	201.0	367.0	567.0	218.0	832.0	515.0	645.0	637.0	871.0	44.33	2015.0																																		0.6674415	1
363	Benjamin Bryant, Nathaniel Williams, Darrell Pierce, Donna Rodgers, Edwin Reyes	Mammary rheumatica is an inflammatory immune system capable of attacking	ASM. 2005. 66(20), 190.	10.1128/IAI.05174-15	2005	1.0		1.0				1	1.0/1/2007			1.0	1	http://doi.org/10.1128/IAI.05174-15	ASM	5	0.09090909090909091	[[], [], [], [], [], [], [], [], [], [], [], [], [], [], []]	University Hospital Erlangen	11.0	['PhD']	Department of Chemistry and Chemical Biology																																															0.5494911	1
364	Jennifer Zimmerman, Shawn Stevens, Gregory Hall, Rodney Arnold	A study of Moronky-RiRT-Newata, a strain of fat cell-derived bactavirus	PLOS. 2014. 22(63), 475.	10.1371/journal.pone.1013344	2014	6.0		1.0			Overlapping blots, two cases	1	6.0/1/2021		1.0	1.0	1	http://doi.org/10.1371/journal.pone.1013344	PLOS	4	0.5	[[], [], [], [], [], ['Japanese Journal of Oral & Maxillofacial Surgery ', 'International Journal of Oncology ', 'International Journal of Oral and Maxillofacial Surgery ', 'Oncology Reports ', 'British Journal of Oral and Maxillofacial Surgery ', 'Department of Dentistry and Oral Surgery'], [], [], []]	The Ohio State University	17.0	['PhD']	School of Biological Sciences and Technology																											Columbus	OH	Ohio	39049.0	Franklin	39.9862	-82.985	1562009.0	1582.0	polygon	False	True	America/New_York	1.0	43026 43109 43054 43220 43221 43222 43223 43224 43081 43228 43227 43211 43213 43212 43215 43214 43217 43219 43002 43004 43068 43085 43240 43229 43235 43232 43231 43230 43119 43110 43017 43016 43137 43210 43202 43203 43201 43206 43207 43204 43205 43209 43218 43236 43251 43260 43266 43268 43270 43271 43272 43279 43287 43291	franklin	14,424	13,786	638	4.4	0.47377512	1
365	Thomas Benton, Christina Lopez, Isaiah Jackson, Terry Mathis, Matthew Donaldson, Kristin Robertson	CHINA: In 1997, the Chinese government created a research laboratory	Cancer. 2003. 35(45), 102.	10.1016/S0169-5002(01)00215-3	2003	4.0		1.0		1.0	very similar negative microscopy images, very similar cell grouping in other image	1	4.0/1/2007		1.0		1	http://doi.org/10.1016/S0169-5002(01)00215-3	Cancer	6	0.4	[[], [], [], [], [], []]	Augustana University		['PhD']	Department of Microbial Infection and Immunity																																															0.5961141	1
366	Brandon Bradley, Charles Burns, Michael Benson, Amy Crawford, Johnny Harrison, Joseph Fernandez, Jose Morgan, Tanner Wright, Alexandria Black, John King, Jacqueline Thompson, Kevin Stafford	A down-regulating Bill Air-a has been finalized in the ATP-a-wide	PLOS. 2008. 44(55), 928.	10.1371/journal.pone.1053803	2008	4.0					Duplicated blot	1	2.0/1/2010		1.0	1.0	1	http://doi.org/10.1371/journal.pone.1053803	PLOS	12	0.5	[[], [], ['Journal of the Medical Association of Thailand = Chotmaihet thangphaet ', 'Department of Diagnostic and Therapeutic Radiology']]	Shandong University	14.0	['PhD']	Department of Microbiology	413.0	China	18.0	367.0	437.0	218.0	213.0	604.0	511.0	409.0	538.0	45.13	2015.0																																		0.5466257	1
367	Steven Stout, Stephen Lane, Mary Jordan, Cynthia Acosta, Jennifer Foster, Mary Garner, Tamara Foster, Maria Simmons	"Rosemount Treatment

Aurora, IL-

Traditional chemotherapy drugs in older children or those"	PLOS. 2013. 15(95), 530.	10.1371/journal.pone.0023179	2013	3.0					duplicated bands within same gel panel	1	3.0/1/2017		1.0		1	http://doi.org/10.1371/journal.pone.0023179	PLOS	8	0.75	[['The Korean Journal of Endocrine Surgery ', 'Journal of Anesthesia ']]	University of Shizuoka		['PhD']	Dpartment of Pharmacology																																															0.47769699	1
368	Valerie Schneider, Julia Diaz, Dorothy Johnson, Stephanie Michael, Jonathan Snyder	A previous report - including blogs related to the event	PLOS. 2014. 73(24), 132.	10.1371/journal.pone.1045489	2014	1.0	1.0	1.0	1.0		Rotated microscopy image, authors replied on PP	1	1.0/1/2016		1.0		1	http://doi.org/10.1371/journal.pone.1045489	PLOS	5	0.375	[[], [], [], [], [], [], [], [], [], [], [], [], [], []]	First Affiliated Hospital of China Medical University		['PhD']	Department of Cell Signaling																																															0.4439048	1
369	Katie Ballard, Alison Barry	For instance, MAPK had a large electrical ability (MTO). MAPK	PLOS. 2004. 38(43), 713.	10.1371/journal.pone.0015291	2004	1.0		1.0			reuse of 2 bands multiple times to create blot panel	1	5.0/1/2004			1.0	1	http://doi.org/10.1371/journal.pone.0015291	PLOS	2	0.5	[[], [], [], [], []]	Ludwig-Maximilians-University of Munich	3.0	['PhD']	Medical Genetics Section																																															0.4901686	1
370	Keith Carpenter, Joseph Morris, James Barnes, Karen Howard, Angela Ferguson, Ryan Garcia, Kimberly Williams, Sandra Smith, Tyler Walker, Theresa Arroyo, Jeffrey Burnett, Nicole Cline MD, Juan Hayes, Stephanie Wilson, Nicole White	Particles making nitrogen are harmless to cats and other animals.	PLOS. 2013. 56(20), 798.	10.1371/journal.pone.1010541	2013	7.0				1.0	Duplicated microscopy panels	1	7.0/1/2016		1.0		1	http://doi.org/10.1371/journal.pone.1010541	PLOS	15	0.2972972972972973	[[], [], [], [], []]	Ecole Normale Superieure, Paris	8.0	['PhD']	College of Basic Medical Sciences																																															0.54625833	1
371	Gerald Davis, Christian Carr, Kenneth Williams, Lori Macdonald, Brian Serrano, Jennifer Carpenter, Logan Hanna	UBS investment bank solutions group uBS Group and its KST	ASM. 2012. 51(82), 837.	10.1128/IAI.01796-12	2012	1.0					Rotated western blot	1	5.0/1/2013		1.0	1.0	1	http://doi.org/10.1128/IAI.01796-12	ASM	7	0.0	"[[], ['Cancer Research ', 'Journal of thoracic oncology: official publication of the International Association for the Study of Lung Cancer ', 'Lung cancer  ', 'The Journal of heart and lung transplantation: the official publication of the International Society for Heart Transplantation ', 'Surgery Today ', 'Department of Cancer and Thoracic Surgery	'], [], ['Publications', ""Reads How we measure 'reads'A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", ""How we measure 'reads'"", ""A 'read' is counted each time someone views a publication summary , clicks on a figure, or views or downloads the full-text. Learn more"", 'Citations'], [], [], [], [], [], [], [], [], [], []]"	Government of the People's Republic of China	1.0	['PhD']	College of Basic Medical Sciences																																															0.37877703	1
372	William Gutierrez, Chase Rodriguez	"Chung-Hsiang Hsu

(Photo: Reuters) Zong Jinsong, Senior Medical Correspondent

A new study"	ASM. 2005. 57(85), 527.	10.1128/JCM.00138-08	2005	6.0		1.0	1.0	1.0	Duplicated set of lanes within the same panel	1	6.0/1/2007		1.0		1	http://doi.org/10.1128/JCM.00138-08	ASM	2	0.05	[[], [], [], [], [], [], [], [], [], [], [], [], [], [], []]	University of Delaware		['PhD']	Emergency department, School of Medicine.	281.0	USA	109.0	318.0	337.0	135.0	272.0	304.0	234.0	292.0	120.0	46.21	2015.0	180	United States of America	29.0	40.6	36.3	73.1	99.3	47	19,262	15.9	10%	56:44:00	2015.0	Newark	NJ	New Jersey	34013.0	Essex	40.7245	-74.1725	282011.0	4509.0	polygon	False	True	America/New_York	2.0	07103 07102 07105 07104 07107 07106 07108 07112 07114 07101 07175 07188 07191 07192 07193 07195 07198 07199	essex	414,660	374,075	40,585	9.8	0.637474	1
373	Charles Lawson, Arthur Miranda, Logan Lopez, Douglas Ochoa, Jack Monroe, Joseph Miranda, Tracey Rodriguez, Johnny Brown, Phillip Morales, Susan Garcia, Brittany Rogers, Randy Hall	“TNF-alpha interplay with butyrate”- To tolerate Na-kappaB activation, NAD-endofogenates tumors	Cancer. 2005. 32(91), 268.	10.1016/j.ccr.2005.06.035	2005	6.0		1.0			Duplicated microscopy images	1	7.0/1/2006		1.0		1	http://doi.org/10.1016/j.ccr.2005.06.035	Cancer	12	0.2222222222222222	[[], [], ['Sensors ', 'Structural Engineering & Mechanics ', 'Journal of Electrical Engineering and Technology ', 'Department of Civil and Environmental Engineering'], ['The Korean Journal of Urological Oncology ', 'Cancer Research ', 'Cancer Research and Treatment ', 'Clinical Cancer Research ', 'Lung cancer  ', 'Department of Internal Medicine', 'Department of Medicine', 'Department of Chemical and Biomolecular Engineering', 'Department of Thoracic Head Neck Medical Oncology', 'College of MedicineDepartment of Internal Medicine'], ['Journal of Life Science ', 'FEBS Letters ', 'PLoS ONE ', 'Oncogene ', 'Biochemical and Biophysical Research Communications ', 'Department of Biomedical Sciences', 'Department of Veterinary Medicine'], ['Biological Trace Element Research ', 'International Journal of Environmental Research and Public Health ', 'Scientific Reports ', 'Indian Journal of Psychiatry ', 'Journal of Affective Disorders ', 'Department of Psychiatry'], [], [], [], [], [], []]	The Chinese University of Hong Kong (Shenzhen)		['PhD']	Institution of Oceanography																																															0.5916529	1
374	Zachary Rodriguez, Brett Lopez, Spencer Rodriguez, Brandon Fischer, Lisa Butler, Erika Munoz, Pamela Wilkinson, Frederick Holmes, Kaitlyn Fleming	"Associated Press

“It’s like when in New York City, you hear"	Wiley. 2014. 47(92), 714.	10.1111/j.1385-2750.2014.02770.x	2014	2.0					reuse of 2 bands multiple times to create blot panel	1	5.0/1/2014		1.0	1.0	1	http://doi.org/10.1111/j.1385-2750.2014.02770.x	Wiley	9	0.45714285714285713	[[], [], [], [], [], [], [], [], []]	Columbia University		['PhD']	Periodontics	6.0	USA	4.0	13.0	6.0	9.0	13.0	13.0	11.0	12.0	4.0	96.14	2015.0	14	United States of America	83.9	68.3	79.4	95.3	-	84.4	25,055	5.9	28%		2015.0	New York	NY	New York	36061.0	New York	40.6943	-73.9249	18713220.0	10715.0	polygon	False	True	America/New_York	1.0	11229 11226 11225 11224 11222 11221 11220 11385 10169 10168 10167 10165 10162 10282 10280 10040 10044 11109 11104 11105 11379 11378 11377 11697 11694 11692 11693 11691 10271 10279 10278 10075 10302 10301 10452 11451 10475 10474 10471 10470 10473 10472 11228 11223 10103 11368 11369 11366 11367 11364 11365 11362 11363 11360 11361 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 11212 11213 11210 11211 11216 11217 11214 11215 11218 11219 10152 10153 10154 10307 10306 10305 11429 10310 10311 10312 10314 11432 11433 11430 11436 11434 11435 10453 10451 10457 10456 10455 10454 10459 10458 10128 10004 10005 10006 10007 10001 10002 10003 10009 11238 11239 11230 11231 11232 11233 11234 11235 11236 11237 11375 11374 11371 11370 11373 11372 10170 10171 10172 10173 10174 10177 11351 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 11201 11208 11203 11205 11204 11207 11206 11209 11411 11412 11413 11414 11415 11416 11417 11418 11419 11101 11102 11103 11106 11001 11005 11004 10065 10069 10199 10309 10308 10304 10303 11428 11421 11420 11423 11422 11425 11424 11427 11426 10466 10467 10464 10465 10462 10463 10460 10461 10468 10469 10119 10115 10112 10110 10111 11359 11358 11357 11356 11355 11354 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10080 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10272 10273 10274 10275 10276 10277 10281 10285 10286 10313 11120 11202 11241 11242 11243 11245 11247 11249 11251 11252 11256 11352 11380 11381 11386 11405 11431 11437 11439 11499 11690 11695	newyork	859,618	777,583	82,035	9.5	0.55931234	1
375	Jessica Holt DDS, Emily Martin, David Miller, Stuart Patterson, Carol Smith, Amanda Turner, Rachel Pierce, Robert Page, Eric Moore, Bryan Whitney MD, Casey Rice	Current study finds seven consistent phytoestrogenic patient expressors have a	Hindawi. 2012. 44(33), 616.	10.1155/2012/177009	2012	3.0					Shifted actin blot panels	1	4.0/1/2014				1	http://doi.org/10.1155/2012/177009	Hindawi	11	0.11627906976744186	[[], [], []]	Blood Transfusion Centre of Slovenia	6.0	['PhD']	Department of Science and Technology																																															0.45244262	1
376	Brooke Hayden, Randy Fowler, Candice Smith, Christopher Mills, Alexandria Buckley, Lori Johnson, Brian Vaughan, Daniel Stark, Travis Simmons, Jason Schmitt, Cathy Jones	A potentially benign and severe condition of a small human	SciDirect. 1999. 54(74), 612.	10.1016/j.cyto.1999.07.037	1999	5.0				1.0	duplicated bands within same gel panel	1	1.0/1/2000		1.0		1	http://doi.org/10.1016/j.cyto.1999.07.037	SciDirect	11	0.12	[[], [], [], ['New Technology Work and Employment '], [], [], ['Infection and Immunity ', 'Vaccine ', 'Journal of Biological Chemistry ', 'Department of Medicine', 'Department of Pathobiology'], ['Journal of Hazardous Materials ', 'Journal of Colloid and Interface Science ', 'Journal of Materials Science ', 'Powder Technology ', 'Carbohydrate Polymers ']]	Queen's University Belfast		['PhD']	Department of Microbial Infection and Immunity	343.0	United Kingdom	33.0	183.0	387.0	218.0	306.0	276.0	264.0	313.0	377.0	45.53	2015.0																																		0.30548686	1
377	Paul Fritz, Lisa Burke, Jennifer Mooney, Randy Morton	Nenati dorhini: The IL-13 induces translocation of NF-kappaB in cultured	Cancer. 2013. 39(50), 195.	10.1016/j.ccr.2013.11.040	2013	4.0				1.0	bands in gel appear to be spliced in	1	4.0/1/2017				1	http://doi.org/10.1016/j.ccr.2013.11.040	Cancer	4	0.30952380952380953	[[], [], [], []]	Obihiro University of Agriculture and Veterinary Medicine		['PhD']	College of Medicine																																															0.6119631	1
378	Sarah Bradshaw, Jason Allen	Vascular TNFSF15: Differential expression patterns in pulmonary artery and microvascular	Nature. 2013. 95(51), 581.	10.1038/onc.2013.768	2013	1.0		1.0			Duplicated blot panel	1	1.0/1/2015		1.0		1	http://doi.org/10.1038/onc.2013.768	Nature	2	0.375	[[], [], [], []]	Pamukkale University		['MSc']	Department of Internal Medicine																																															0.47224608	1
379	Juan Pace, William Russell, Michael Faulkner, Judith Peterson	PHOTO: Infamous Statinophile couple Tianzia-Huang and Xiao Guodian and their	SciDirect. 2004. 22(66), 397.	10.1016/j.cyto.2004.13.090	2004	1.0			1.0	1.0	Overlapping microscopy images	1	1.0/1/2011		1.0		1	http://doi.org/10.1016/j.cyto.2004.13.090	SciDirect	4	0.25	[[], [], [], [], [], [], [], [], []]	National Institute of Technology Rourkela		['PhD']	Department of Medicine																																															0.5325001	1
